trial_id,observer_id,observer_cohort,evaluation_dimension,artwork_id,left_method,right_method,selected_position,winner_method,loser_method
T001327,E06,Faculty,Visual Harmony,IMG20260430103043,M4,DDColor,Right,DDColor,M4
T001328,E06,Faculty,Style Authenticity,IMG20260430103043,M4,M0,Left,M4,M0
T001329,E06,Faculty,Style Authenticity,IMG20260430104348,DDColor,M4,Right,M4,DDColor
T001330,E06,Faculty,Visual Harmony,IMG20260430103435,M4,DDColor,Left,M4,DDColor
T001331,E06,Faculty,Visual Harmony,IMG20260430103043,DDColor,Reinhard,Left,DDColor,Reinhard
T001332,E06,Faculty,Style Authenticity,IMG20260430102920,M4,Reinhard,Left,M4,Reinhard
T001333,E06,Faculty,Style Authenticity,IMG20260430102902,M4,M1,Left,M4,M1
T001334,E06,Faculty,Style Authenticity,IMG20260430104410,M4,DDColor,Left,M4,DDColor
T001335,E06,Faculty,Style Authenticity,IMG20260430103043,M0,Reinhard,Left,M0,Reinhard
T001336,E06,Faculty,Visual Harmony,IMG20260430102920,M0,M1,Left,M0,M1
T001337,E06,Faculty,Visual Harmony,IMG20260430103656,M4,DDColor,Left,M4,DDColor
T001338,E06,Faculty,Visual Harmony,IMG20260430104113,M1,M0,Left,M1,M0
T001339,E06,Faculty,Style Authenticity,IMG20260430103755,M1,DDColor,Right,DDColor,M1
T001340,E06,Faculty,Visual Harmony,IMG20260430103113,M1,DDColor,Right,DDColor,M1
T001341,E06,Faculty,Style Authenticity,IMG20260430104352,Reinhard,M0,Right,M0,Reinhard
T001342,E06,Faculty,Style Authenticity,IMG20260430103043,DDColor,M4,Right,M4,DDColor
T001343,E06,Faculty,Style Authenticity,IMG20260430103113,M0,M4,Right,M4,M0
T001344,E06,Faculty,Style Authenticity,IMG20260430102902,M0,M4,Right,M4,M0
T001345,E06,Faculty,Visual Harmony,IMG20260430103435,DDColor,M1,Right,M1,DDColor
T001346,E06,Faculty,Visual Harmony,IMG20260430102902,M4,M1,Left,M4,M1
T001347,E06,Faculty,Style Authenticity,IMG20260430102902,M0,Reinhard,Left,M0,Reinhard
T001348,E06,Faculty,Style Authenticity,IMG20260430102920,M0,M4,Right,M4,M0
T001349,E06,Faculty,Visual Harmony,IMG20260430103113,Reinhard,DDColor,Left,Reinhard,DDColor
T001350,E06,Faculty,Style Authenticity,IMG20260430103113,M1,Reinhard,Right,Reinhard,M1
T001351,E06,Faculty,Visual Harmony,IMG20260430103043,M0,DDColor,Right,DDColor,M0
T001352,E06,Faculty,Visual Harmony,IMG20260430103755,Reinhard,M1,Right,M1,Reinhard
T001353,E06,Faculty,Visual Harmony,IMG20260430104410,Reinhard,DDColor,Right,DDColor,Reinhard
T001354,E06,Faculty,Style Authenticity,IMG20260430102920,M1,Reinhard,Left,M1,Reinhard
T001355,E06,Faculty,Visual Harmony,IMG20260430104348,M1,M4,Right,M4,M1
T001356,E06,Faculty,Style Authenticity,IMG20260430104410,M1,M4,Right,M4,M1
T001357,E06,Faculty,Visual Harmony,IMG20260430103755,M1,M4,Right,M4,M1
T001358,E06,Faculty,Style Authenticity,IMG20260430103113,M0,M1,Right,M1,M0
T001359,E06,Faculty,Style Authenticity,IMG20260430103435,M0,M1,Right,M1,M0
T001360,E06,Faculty,Visual Harmony,IMG20260430102920,M4,Reinhard,Right,Reinhard,M4
T001361,E06,Faculty,Visual Harmony,IMG20260430103656,M4,M0,Left,M4,M0
T001362,E06,Faculty,Style Authenticity,IMG20260430103435,DDColor,Reinhard,Left,DDColor,Reinhard
T001363,E06,Faculty,Style Authenticity,IMG20260430103043,M1,DDColor,Left,M1,DDColor
T001364,E06,Faculty,Style Authenticity,IMG20260430103113,M4,M1,Right,M1,M4
T001365,E06,Faculty,Style Authenticity,IMG20260430102902,Reinhard,M1,Right,M1,Reinhard
T001366,E06,Faculty,Style Authenticity,IMG20260430104352,M4,Reinhard,Left,M4,Reinhard
T001367,E06,Faculty,Visual Harmony,IMG20260430103435,Reinhard,M4,Right,M4,Reinhard
T001368,E06,Faculty,Style Authenticity,IMG20260430104410,M0,DDColor,Left,M0,DDColor
T001369,E06,Faculty,Visual Harmony,IMG20260430104113,DDColor,Reinhard,Right,Reinhard,DDColor
T001370,E06,Faculty,Style Authenticity,IMG20260430103656,M4,Reinhard,Left,M4,Reinhard
T001371,E06,Faculty,Visual Harmony,IMG20260430103656,M0,DDColor,Right,DDColor,M0
T001372,E06,Faculty,Style Authenticity,IMG20260430103435,M1,DDColor,Left,M1,DDColor
T001373,E06,Faculty,Style Authenticity,IMG20260430104113,DDColor,M1,Right,M1,DDColor
T001374,E06,Faculty,Visual Harmony,IMG20260430104410,Reinhard,M0,Left,Reinhard,M0
T001375,E06,Faculty,Style Authenticity,IMG20260430103113,Reinhard,M4,Right,M4,Reinhard
T001376,E06,Faculty,Visual Harmony,IMG20260430103435,DDColor,Reinhard,Left,DDColor,Reinhard
T001377,E06,Faculty,Visual Harmony,IMG20260430104352,Reinhard,M1,Right,M1,Reinhard
T001378,E06,Faculty,Style Authenticity,IMG20260430103656,M0,Reinhard,Left,M0,Reinhard
T001379,E06,Faculty,Visual Harmony,IMG20260430104348,Reinhard,M1,Right,M1,Reinhard
T001380,E06,Faculty,Style Authenticity,IMG20260430104348,DDColor,M1,Right,M1,DDColor
T001381,E06,Faculty,Visual Harmony,IMG20260430104348,M1,M0,Right,M0,M1
T001382,E06,Faculty,Visual Harmony,IMG20260430110350,Reinhard,M1,Left,Reinhard,M1
T001383,E06,Faculty,Style Authenticity,IMG20260430104352,DDColor,M4,Right,M4,DDColor
T001384,E06,Faculty,Style Authenticity,IMG20260430104348,Reinhard,M0,Right,M0,Reinhard
T001385,E06,Faculty,Visual Harmony,IMG20260430104113,Reinhard,M1,Left,Reinhard,M1
T001386,E06,Faculty,Visual Harmony,IMG20260430104113,M0,M4,Right,M4,M0
T001387,E06,Faculty,Visual Harmony,IMG20260430104410,M1,DDColor,Left,M1,DDColor
T001388,E06,Faculty,Style Authenticity,IMG20260430103656,DDColor,M0,Right,M0,DDColor
T001389,E06,Faculty,Visual Harmony,IMG20260430102902,DDColor,Reinhard,Left,DDColor,Reinhard
T001390,E06,Faculty,Style Authenticity,IMG20260430103113,DDColor,M4,Right,M4,DDColor
T001391,E06,Faculty,Visual Harmony,IMG20260430102902,DDColor,M4,Left,DDColor,M4
T001392,E06,Faculty,Visual Harmony,IMG20260430104348,Reinhard,M4,Right,M4,Reinhard
T001393,E06,Faculty,Visual Harmony,IMG20260430104348,M1,DDColor,Left,M1,DDColor
T001394,E06,Faculty,Visual Harmony,IMG20260430104348,Reinhard,DDColor,Right,DDColor,Reinhard
T001395,E06,Faculty,Visual Harmony,IMG20260430103656,M4,Reinhard,Right,Reinhard,M4
T001396,E06,Faculty,Style Authenticity,IMG20260430102902,M0,M1,Left,M0,M1
T001397,E06,Faculty,Style Authenticity,IMG20260430103435,M0,DDColor,Right,DDColor,M0
T001398,E06,Faculty,Visual Harmony,IMG20260430104410,M4,M1,Left,M4,M1
T001399,E06,Faculty,Visual Harmony,IMG20260430103043,M0,Reinhard,Right,Reinhard,M0
T001400,E06,Faculty,Visual Harmony,IMG20260430110350,M1,M4,Right,M4,M1
T001401,E06,Faculty,Style Authenticity,IMG20260430103656,Reinhard,DDColor,Left,Reinhard,DDColor
T001402,E06,Faculty,Style Authenticity,IMG20260430103043,M4,M1,Left,M4,M1
T001403,E06,Faculty,Visual Harmony,IMG20260430104352,M0,M4,Left,M0,M4
T001404,E06,Faculty,Visual Harmony,IMG20260430104113,DDColor,M4,Right,M4,DDColor
T001405,E06,Faculty,Visual Harmony,IMG20260430103113,Reinhard,M0,Right,M0,Reinhard
T001406,E06,Faculty,Style Authenticity,IMG20260430104348,Reinhard,M4,Right,M4,Reinhard
T001407,E06,Faculty,Visual Harmony,IMG20260430102920,Reinhard,DDColor,Right,DDColor,Reinhard
T001408,E06,Faculty,Style Authenticity,IMG20260430102920,M1,M4,Right,M4,M1
T001409,E06,Faculty,Visual Harmony,IMG20260430104352,DDColor,M0,Right,M0,DDColor
T001410,E06,Faculty,Style Authenticity,IMG20260430104352,DDColor,M0,Left,DDColor,M0
T001411,E06,Faculty,Visual Harmony,IMG20260430102902,DDColor,M0,Right,M0,DDColor
T001412,E06,Faculty,Visual Harmony,IMG20260430103043,Reinhard,M4,Right,M4,Reinhard
T001413,E06,Faculty,Visual Harmony,IMG20260430104352,Reinhard,M0,Right,M0,Reinhard
T001414,E06,Faculty,Visual Harmony,IMG20260430104410,M4,M0,Left,M4,M0
T001415,E06,Faculty,Style Authenticity,IMG20260430104352,M4,M0,Left,M4,M0
T001416,E06,Faculty,Style Authenticity,IMG20260430102902,M4,DDColor,Right,DDColor,M4
T001417,E06,Faculty,Visual Harmony,IMG20260430103043,M0,M4,Right,M4,M0
T001418,E06,Faculty,Style Authenticity,IMG20260430104113,M4,M0,Left,M4,M0
T001419,E06,Faculty,Visual Harmony,IMG20260430103656,DDColor,M1,Left,DDColor,M1
T001420,E06,Faculty,Style Authenticity,IMG20260430103043,M4,Reinhard,Left,M4,Reinhard
T001421,E06,Faculty,Style Authenticity,IMG20260430104113,M4,Reinhard,Left,M4,Reinhard
T001422,E06,Faculty,Visual Harmony,IMG20260430103755,Reinhard,M0,Left,Reinhard,M0
T001423,E06,Faculty,Style Authenticity,IMG20260430103043,M0,M1,Left,M0,M1
T001424,E06,Faculty,Style Authenticity,IMG20260430110350,M1,DDColor,Right,DDColor,M1
T001425,E06,Faculty,Visual Harmony,IMG20260430103435,M0,M4,Right,M4,M0
T001426,E06,Faculty,Visual Harmony,IMG20260430104113,M1,DDColor,Right,DDColor,M1
T001427,E06,Faculty,Visual Harmony,IMG20260430103755,M0,M4,Left,M0,M4
T001428,E06,Faculty,Visual Harmony,IMG20260430103656,M1,M4,Left,M1,M4
T001429,E06,Faculty,Visual Harmony,IMG20260430102902,M1,DDColor,Right,DDColor,M1
T001430,E06,Faculty,Visual Harmony,IMG20260430104410,M0,DDColor,Left,M0,DDColor
T001431,E06,Faculty,Style Authenticity,IMG20260430103435,M4,Reinhard,Left,M4,Reinhard
T001432,E06,Faculty,Style Authenticity,IMG20260430110350,Reinhard,M4,Left,Reinhard,M4
T001433,E06,Faculty,Style Authenticity,IMG20260430102920,Reinhard,DDColor,Left,Reinhard,DDColor
T001434,E06,Faculty,Visual Harmony,IMG20260430102902,M4,Reinhard,Left,M4,Reinhard
T001435,E06,Faculty,Style Authenticity,IMG20260430104348,M4,M1,Left,M4,M1
T001436,E06,Faculty,Style Authenticity,IMG20260430110350,M1,M0,Right,M0,M1
T001437,E06,Faculty,Visual Harmony,IMG20260430110350,M0,DDColor,Left,M0,DDColor
T001438,E06,Faculty,Visual Harmony,IMG20260430103656,Reinhard,DDColor,Right,DDColor,Reinhard
T001439,E06,Faculty,Visual Harmony,IMG20260430103435,Reinhard,M0,Right,M0,Reinhard
T001440,E06,Faculty,Visual Harmony,IMG20260430102920,M0,DDColor,Left,M0,DDColor
T001441,E07,Faculty,Visual Harmony,IMG20260430102920,DDColor,Reinhard,Right,Reinhard,DDColor
T001442,E07,Faculty,Visual Harmony,IMG20260430103043,DDColor,M1,Left,DDColor,M1
T001443,E07,Faculty,Visual Harmony,IMG20260430110350,M1,M4,Right,M4,M1
T001444,E07,Faculty,Visual Harmony,IMG20260430104352,M0,DDColor,Left,M0,DDColor
T001445,E07,Faculty,Style Authenticity,IMG20260430104410,Reinhard,M0,Right,M0,Reinhard
T001446,E07,Faculty,Visual Harmony,IMG20260430104348,M1,Reinhard,Left,M1,Reinhard
T001447,E07,Faculty,Style Authenticity,IMG20260430104352,M1,M4,Left,M1,M4
T001448,E07,Faculty,Style Authenticity,IMG20260430103113,M1,M4,Right,M4,M1
T001449,E07,Faculty,Visual Harmony,IMG20260430110350,M0,DDColor,Right,DDColor,M0
T001450,E07,Faculty,Visual Harmony,IMG20260430104113,M4,M0,Right,M0,M4
T001451,E07,Faculty,Visual Harmony,IMG20260430104352,M4,Reinhard,Left,M4,Reinhard
T001452,E07,Faculty,Style Authenticity,IMG20260430103043,M0,DDColor,Left,M0,DDColor
T001453,E07,Faculty,Style Authenticity,IMG20260430104113,DDColor,M1,Right,M1,DDColor
T001454,E07,Faculty,Visual Harmony,IMG20260430102920,DDColor,M1,Right,M1,DDColor
T001455,E07,Faculty,Style Authenticity,IMG20260430104352,Reinhard,M1,Right,M1,Reinhard
T001456,E07,Faculty,Style Authenticity,IMG20260430103043,Reinhard,M4,Right,M4,Reinhard
T001457,E07,Faculty,Style Authenticity,IMG20260430110350,M0,M1,Left,M0,M1
T001458,E07,Faculty,Visual Harmony,IMG20260430103435,DDColor,M4,Right,M4,DDColor
T001459,E07,Faculty,Style Authenticity,IMG20260430103435,M1,DDColor,Right,DDColor,M1
T001460,E07,Faculty,Style Authenticity,IMG20260430103113,M0,DDColor,Left,M0,DDColor
T001461,E07,Faculty,Style Authenticity,IMG20260430104113,M4,Reinhard,Left,M4,Reinhard
T001462,E07,Faculty,Visual Harmony,IMG20260430104410,M0,M1,Right,M1,M0
T001463,E07,Faculty,Style Authenticity,IMG20260430102902,M1,M0,Right,M0,M1
T001464,E07,Faculty,Visual Harmony,IMG20260430104352,Reinhard,DDColor,Right,DDColor,Reinhard
T001465,E07,Faculty,Visual Harmony,IMG20260430104113,M0,Reinhard,Left,M0,Reinhard
T001466,E07,Faculty,Visual Harmony,IMG20260430110350,Reinhard,M1,Right,M1,Reinhard
T001467,E07,Faculty,Style Authenticity,IMG20260430103755,DDColor,M1,Left,DDColor,M1
T001468,E07,Faculty,Visual Harmony,IMG20260430104348,Reinhard,M0,Right,M0,Reinhard
T001469,E07,Faculty,Style Authenticity,IMG20260430103755,Reinhard,DDColor,Right,DDColor,Reinhard
T001470,E07,Faculty,Visual Harmony,IMG20260430103435,M1,Reinhard,Right,Reinhard,M1
T001471,E07,Faculty,Style Authenticity,IMG20260430104352,Reinhard,M0,Left,Reinhard,M0
T001472,E07,Faculty,Visual Harmony,IMG20260430104410,DDColor,M4,Right,M4,DDColor
T001473,E07,Faculty,Style Authenticity,IMG20260430103043,DDColor,Reinhard,Right,Reinhard,DDColor
T001474,E07,Faculty,Style Authenticity,IMG20260430104352,DDColor,M0,Left,DDColor,M0
T001475,E07,Faculty,Visual Harmony,IMG20260430104348,DDColor,Reinhard,Left,DDColor,Reinhard
T001476,E07,Faculty,Visual Harmony,IMG20260430102902,Reinhard,M1,Right,M1,Reinhard
T001477,E07,Faculty,Style Authenticity,IMG20260430104410,DDColor,M0,Right,M0,DDColor
T001478,E07,Faculty,Visual Harmony,IMG20260430103435,M4,M1,Right,M1,M4
T001479,E07,Faculty,Visual Harmony,IMG20260430102902,M0,M4,Right,M4,M0
T001480,E07,Faculty,Style Authenticity,IMG20260430103043,M0,Reinhard,Left,M0,Reinhard
T001481,E07,Faculty,Style Authenticity,IMG20260430103043,M1,Reinhard,Left,M1,Reinhard
T001482,E07,Faculty,Style Authenticity,IMG20260430102902,M4,DDColor,Left,M4,DDColor
T001483,E07,Faculty,Visual Harmony,IMG20260430104348,M1,M4,Right,M4,M1
T001484,E07,Faculty,Style Authenticity,IMG20260430102920,M4,DDColor,Left,M4,DDColor
T001485,E07,Faculty,Style Authenticity,IMG20260430102920,M0,M4,Left,M0,M4
T001486,E07,Faculty,Visual Harmony,IMG20260430103043,DDColor,Reinhard,Left,DDColor,Reinhard
T001487,E07,Faculty,Visual Harmony,IMG20260430102920,M4,DDColor,Left,M4,DDColor
T001488,E07,Faculty,Visual Harmony,IMG20260430103043,Reinhard,M4,Left,Reinhard,M4
T001489,E07,Faculty,Visual Harmony,IMG20260430110350,DDColor,Reinhard,Left,DDColor,Reinhard
T001490,E07,Faculty,Visual Harmony,IMG20260430104410,Reinhard,M1,Right,M1,Reinhard
T001491,E07,Faculty,Style Authenticity,IMG20260430104410,M1,M4,Right,M4,M1
T001492,E07,Faculty,Visual Harmony,IMG20260430104113,M4,Reinhard,Right,Reinhard,M4
T001493,E07,Faculty,Style Authenticity,IMG20260430103113,M0,M4,Right,M4,M0
T001494,E07,Faculty,Visual Harmony,IMG20260430110350,M1,M0,Left,M1,M0
T001495,E07,Faculty,Style Authenticity,IMG20260430103043,M1,M4,Right,M4,M1
T001496,E07,Faculty,Style Authenticity,IMG20260430104113,M1,Reinhard,Left,M1,Reinhard
T001497,E07,Faculty,Visual Harmony,IMG20260430103113,M1,M0,Left,M1,M0
T001498,E07,Faculty,Style Authenticity,IMG20260430103113,Reinhard,M0,Right,M0,Reinhard
T001499,E07,Faculty,Style Authenticity,IMG20260430103435,M1,M0,Right,M0,M1
T001500,E07,Faculty,Visual Harmony,IMG20260430103755,M4,M1,Left,M4,M1
T001501,E07,Faculty,Style Authenticity,IMG20260430102902,DDColor,M1,Right,M1,DDColor
T001502,E07,Faculty,Visual Harmony,IMG20260430103113,M4,DDColor,Right,DDColor,M4
T001503,E07,Faculty,Visual Harmony,IMG20260430103656,M1,DDColor,Left,M1,DDColor
T001504,E07,Faculty,Style Authenticity,IMG20260430110350,M1,M4,Right,M4,M1
T001505,E07,Faculty,Visual Harmony,IMG20260430103113,Reinhard,M4,Left,Reinhard,M4
T001506,E07,Faculty,Style Authenticity,IMG20260430110350,Reinhard,M0,Right,M0,Reinhard
T001507,E07,Faculty,Style Authenticity,IMG20260430104113,DDColor,M0,Right,M0,DDColor
T001508,E07,Faculty,Visual Harmony,IMG20260430104113,DDColor,M0,Right,M0,DDColor
T001509,E07,Faculty,Style Authenticity,IMG20260430110350,DDColor,M1,Right,M1,DDColor
T001510,E07,Faculty,Visual Harmony,IMG20260430103435,M4,Reinhard,Left,M4,Reinhard
T001511,E07,Faculty,Style Authenticity,IMG20260430104113,M0,M1,Right,M1,M0
T001512,E07,Faculty,Visual Harmony,IMG20260430104352,M0,M1,Right,M1,M0
T001513,E07,Faculty,Style Authenticity,IMG20260430104410,M4,M0,Left,M4,M0
T001514,E07,Faculty,Visual Harmony,IMG20260430103656,DDColor,M4,Right,M4,DDColor
T001515,E07,Faculty,Visual Harmony,IMG20260430103043,M0,M1,Left,M0,M1
T001516,E07,Faculty,Style Authenticity,IMG20260430103435,M4,M1,Left,M4,M1
T001517,E07,Faculty,Style Authenticity,IMG20260430103043,M1,DDColor,Left,M1,DDColor
T001518,E07,Faculty,Visual Harmony,IMG20260430102902,M0,M1,Left,M0,M1
T001519,E07,Faculty,Style Authenticity,IMG20260430104410,DDColor,M1,Right,M1,DDColor
T001520,E07,Faculty,Visual Harmony,IMG20260430103043,M4,M0,Right,M0,M4
T001521,E07,Faculty,Visual Harmony,IMG20260430103656,M1,M4,Left,M1,M4
T001522,E07,Faculty,Visual Harmony,IMG20260430103435,DDColor,M1,Right,M1,DDColor
T001523,E07,Faculty,Visual Harmony,IMG20260430104352,M0,M4,Right,M4,M0
T001524,E07,Faculty,Style Authenticity,IMG20260430104348,M1,DDColor,Left,M1,DDColor
T001525,E07,Faculty,Style Authenticity,IMG20260430103656,M4,DDColor,Left,M4,DDColor
T001526,E07,Faculty,Style Authenticity,IMG20260430103755,M4,M1,Left,M4,M1
T001527,E07,Faculty,Style Authenticity,IMG20260430104348,M4,M1,Left,M4,M1
T001528,E07,Faculty,Style Authenticity,IMG20260430102902,Reinhard,M0,Left,Reinhard,M0
T001529,E07,Faculty,Style Authenticity,IMG20260430103755,DDColor,M0,Right,M0,DDColor
T001530,E07,Faculty,Style Authenticity,IMG20260430103755,M4,M0,Left,M4,M0
T001531,E07,Faculty,Style Authenticity,IMG20260430104348,Reinhard,DDColor,Right,DDColor,Reinhard
T001532,E07,Faculty,Visual Harmony,IMG20260430103755,M1,M0,Left,M1,M0
T001533,E07,Faculty,Style Authenticity,IMG20260430103755,M0,M1,Left,M0,M1
T001534,E07,Faculty,Style Authenticity,IMG20260430103656,M0,M4,Right,M4,M0
T001535,E07,Faculty,Visual Harmony,IMG20260430103435,Reinhard,DDColor,Left,Reinhard,DDColor
T001536,E07,Faculty,Visual Harmony,IMG20260430103656,DDColor,Reinhard,Right,Reinhard,DDColor
T001537,E07,Faculty,Style Authenticity,IMG20260430103113,Reinhard,DDColor,Left,Reinhard,DDColor
T001538,E07,Faculty,Visual Harmony,IMG20260430104113,M1,DDColor,Left,M1,DDColor
T001539,E07,Faculty,Visual Harmony,IMG20260430103043,DDColor,M4,Right,M4,DDColor
T001540,E07,Faculty,Visual Harmony,IMG20260430104352,M1,Reinhard,Left,M1,Reinhard
T001541,E07,Faculty,Visual Harmony,IMG20260430104348,M1,M0,Right,M0,M1
T001542,E07,Faculty,Style Authenticity,IMG20260430104352,DDColor,M1,Right,M1,DDColor
T001543,E07,Faculty,Style Authenticity,IMG20260430110350,DDColor,M4,Right,M4,DDColor
T001544,E07,Faculty,Visual Harmony,IMG20260430103755,M4,DDColor,Left,M4,DDColor
T001545,E07,Faculty,Visual Harmony,IMG20260430103755,M1,DDColor,Right,DDColor,M1
T001546,E07,Faculty,Visual Harmony,IMG20260430104410,Reinhard,M0,Right,M0,Reinhard
T001547,E07,Faculty,Style Authenticity,IMG20260430104352,Reinhard,DDColor,Left,Reinhard,DDColor
T001548,E07,Faculty,Style Authenticity,IMG20260430102920,DDColor,Reinhard,Right,Reinhard,DDColor
T001549,E07,Faculty,Visual Harmony,IMG20260430102902,Reinhard,DDColor,Right,DDColor,Reinhard
T001550,E07,Faculty,Visual Harmony,IMG20260430102902,Reinhard,M0,Right,M0,Reinhard
T001551,E07,Faculty,Style Authenticity,IMG20260430103656,M4,M1,Left,M4,M1
T001552,E07,Faculty,Style Authenticity,IMG20260430110350,M4,M0,Right,M0,M4
T001553,E07,Faculty,Style Authenticity,IMG20260430103113,M1,DDColor,Left,M1,DDColor
T001554,E07,Faculty,Style Authenticity,IMG20260430103656,M1,M0,Left,M1,M0
T001555,E07,Faculty,Style Authenticity,IMG20260430103113,M4,DDColor,Left,M4,DDColor
T001556,E07,Faculty,Visual Harmony,IMG20260430103656,Reinhard,M1,Left,Reinhard,M1
T001557,E07,Faculty,Visual Harmony,IMG20260430102902,DDColor,M0,Left,DDColor,M0
T001558,E07,Faculty,Visual Harmony,IMG20260430110350,M4,DDColor,Left,M4,DDColor
T001559,E07,Faculty,Visual Harmony,IMG20260430104113,DDColor,M4,Right,M4,DDColor
T001560,E07,Faculty,Visual Harmony,IMG20260430103755,M0,DDColor,Left,M0,DDColor
T001561,E07,Faculty,Visual Harmony,IMG20260430104352,M1,DDColor,Right,DDColor,M1
T001562,E07,Faculty,Style Authenticity,IMG20260430102902,M1,Reinhard,Right,Reinhard,M1
T001563,E07,Faculty,Style Authenticity,IMG20260430110350,DDColor,Reinhard,Left,DDColor,Reinhard
T001564,E07,Faculty,Visual Harmony,IMG20260430102920,M1,Reinhard,Left,M1,Reinhard
T001565,E07,Faculty,Style Authenticity,IMG20260430110350,DDColor,M0,Right,M0,DDColor
T001566,E07,Faculty,Visual Harmony,IMG20260430104352,M0,Reinhard,Left,M0,Reinhard
T001567,E07,Faculty,Visual Harmony,IMG20260430102920,M1,M4,Left,M1,M4
T001568,E07,Faculty,Visual Harmony,IMG20260430103656,Reinhard,M0,Right,M0,Reinhard
T001569,E07,Faculty,Visual Harmony,IMG20260430103656,M0,M4,Right,M4,M0
T001570,E07,Faculty,Style Authenticity,IMG20260430103656,DDColor,M1,Left,DDColor,M1
T001571,E07,Faculty,Style Authenticity,IMG20260430103656,M0,DDColor,Right,DDColor,M0
T001572,E07,Faculty,Visual Harmony,IMG20260430102920,M4,M0,Left,M4,M0
T001573,E07,Faculty,Visual Harmony,IMG20260430103113,M1,M4,Left,M1,M4
T001574,E07,Faculty,Visual Harmony,IMG20260430102902,M4,Reinhard,Left,M4,Reinhard
T001575,E07,Faculty,Style Authenticity,IMG20260430104352,M4,M0,Left,M4,M0
T001576,E07,Faculty,Style Authenticity,IMG20260430104348,M0,Reinhard,Left,M0,Reinhard
T001577,E07,Faculty,Style Authenticity,IMG20260430102902,M0,DDColor,Left,M0,DDColor
T001578,E07,Faculty,Visual Harmony,IMG20260430104113,M0,M1,Right,M1,M0
T001579,E07,Faculty,Style Authenticity,IMG20260430103435,DDColor,Reinhard,Left,DDColor,Reinhard
T001580,E07,Faculty,Visual Harmony,IMG20260430104410,M0,DDColor,Left,M0,DDColor
T001581,E07,Faculty,Style Authenticity,IMG20260430103755,Reinhard,M4,Left,Reinhard,M4
T001582,E07,Faculty,Visual Harmony,IMG20260430104348,Reinhard,M4,Right,M4,Reinhard
T001583,E07,Faculty,Style Authenticity,IMG20260430103043,M4,M0,Right,M0,M4
T001584,E07,Faculty,Style Authenticity,IMG20260430104113,Reinhard,M0,Right,M0,Reinhard
T001585,E07,Faculty,Visual Harmony,IMG20260430103043,Reinhard,M1,Left,Reinhard,M1
T001586,E07,Faculty,Style Authenticity,IMG20260430104352,DDColor,M4,Right,M4,DDColor
T001587,E07,Faculty,Style Authenticity,IMG20260430103435,M4,M0,Left,M4,M0
T001588,E07,Faculty,Style Authenticity,IMG20260430104410,M0,M1,Left,M0,M1
T001589,E07,Faculty,Style Authenticity,IMG20260430104348,M4,Reinhard,Left,M4,Reinhard
T001590,E07,Faculty,Visual Harmony,IMG20260430102920,Reinhard,M0,Right,M0,Reinhard
T001591,E07,Faculty,Style Authenticity,IMG20260430102902,DDColor,Reinhard,Right,Reinhard,DDColor
